Class	Text
Habitat	"Open areas, brushy fields, open woods, roadsides, forest margins.The aggressive and territorial males perch on low vegetation in clearings and along forest edges, darting out at passing insects that might be conspecific females.Males have beenobserved ""puddling"" at damp sites."
Habitat	Wooded areas.
Habitat	"Open areas, weedy areas, open woods, gardens, vacant lots.Males perch with wings widespread on low vegetation awaiting receptive passing females."
Habitat	Adults tend to remain in close association with their larval hosts
Habitat	Adults tend to remain in close association with their larval hosts
Habitat	"The species occurs along trails, roadsides, woodland edges, and forest openings. It is also found in sandy and rocky areas.Males may congregate in numbers on damp soil. Mate seeking is by males perching on vegetation in sunny spots, awaiting the appearance of receptive females.Adults take moisture from damp soil"
Habitat	"The species inhabits wooded areas, along forest edges, trails, roadsides, and forest openings. It is associated with oak forests and favors scrub oak barrens where the larval hosts arc found (Quercus spp.). Upland prairie and sandy areas with scattered oaks also attract the species.males take stations on plant stalks and twigs where they wait for receptive females. Both sexes often bask, with wings wide-spread, in sunny spots on the ground or on vegetationAdults frequent damp soils on roads and paths for moisture."
Habitat	"Oak forests, openings, along trails, roadsides, in adjacent open areas.Males perch on the tips of branches in sunny spots, often several feet or more above ground.Adults, especially fresh males, visit damp sites for moisture."
Habitat	"Oak forests, roadsides, openings, trails, open woodland, old fields, near woodlands.Males perch during the day waiting for conspecific females. The site selected may be a branch or twig a foot or so above ground level.Adults often take moisture from damp soil."
Habitat	"Open areas, sand prairies, sandy fields, wood's edges, glades, barrens, and other sites where New Jersey tea grows.Adults remain in the vicinity of New Jersey tea (Ceanothus americanus), not straying far. Males perch on high ground or ridges, stones, or twigs in wait of passing conspecific females."
Habitat	"Wooded areas, shrubby fields, roadsides, trails."
Habitat	"Shrubby fields, edge of woods, roadsides, open areas."
Habitat	"Only where the  larval host, wild columbine, is  found, on  limestone outcroppings, forest edges, along wooded trails, roadsides, hillsides.The species is very local, restricted to  locations where wild columbine (Aquilegia canadensis) grows.The adults do not stray far from the vicinity of the larval food plant.Males perch on low vegetation"
Habitat	"The Wild Indigo Dusky Wing occurs in areas where wild indigo or crown vetch grow—prairies, roadsides, railroad rights-of-way, and open woodlands.Adults tend to stay in the vicinity of the larval food plant, rarely straying far. Males perch on low vegetation In recent years, the widespread use of crown vetch (Securigera varia) along highway and rail rights-of-way has resulted in an increase in populations of this skipperFreshly emerged males frequent moist ground"
Habitat	"Openings where lupines grow. Oak savannas, forest clearings, and edges.This is a perching species, males occupying sites near lupines where they remain on the ground or on low vegetationThe species benefits from burning because it keeps the oak clearings from being shaded by invading shrubs and thus keeps the lupines healthy."
Habitat	"Open areas, pine and oak barrens, along roadsides, disturbed areas, near woods, grassy hillsides."
Habitat	"Open areas almost anywhere, pastures, brushy fields, roadsides, trails, gardens, meadows, usually where vegetation is low."
Habitat	"Most anywhere. Open areas, vacant lots, disturbed areas, roadsides, gardens, along streams.Damp soil and mud are also visited."
Habitat	"Edges of woods, forest glades, wooded roadsides."
Habitat	Damp woods along streams and around ridges in forested areas.Males perch on low vegetation
Habitat	"Forest edges, clearings, along streams and swamps. Prairie openings in forests.Males perch near ground… along wood edges or in clearings."
Habitat	"Along streams, lake and pond shores, marshes, wet meadows, and ditches.[flies] often through the tall grasses and forbes within their habitat."
Habitat	Limited to tallgrass prairie with wet areas where the larval host occurs.
Habitat	"Open areas, pastures, fields, roadsides, along trails.Males patrol with a slow searching flight through grasses in search of females[image]puddle club"
Habitat	"Open areas, fields, roadsides, gardens, parks, lawns. Males perch on low vegetation"
Habitat	"found only in native prairie or prairie remnants where the bunch grasses that are the larval host plants grow.All the species depend upon the presence of adequate stands of the larval host plants. These are bunch grasses, big blue-stem (Andropogon gerardi), and little bluestem (Schizachyrium scoparium). Both sexes remain within their local habitat, rarely venturing far, except to find nectar."
Habitat	"Tallgrass prairies, hill prairies, grasslands, sand prairies.males taking stations on low vegetation or even on bare groundrestricted to good-quality habitats and does not stray far from them."
Habitat	"Open areas, grassy places, old fields. prairies, roadsides.It will usually be found in the more undisturbed areas."
Habitat	"Savannas, barrens, open sandy scrub, old pastures, prairies; sometimes occurs during early succession when little bluestem thrives after prairie burns. apparently limited to regions where the principal larval host, little bluestem (Schizachyrium scoparium) occurs.Where soil and environmental conditions favor the long-term survival of little bluestem grass the Cobweb Skipper may persist for many years. But when growing conditions cause competing plants to reduce or eliminate little blue-stem, the Cobweb Skipper population declines and eventually dies out.Males of the species perch on low vegetation"
Habitat	Undisturbed tallgrass prairie.It is rare and only found in remnants of original prairie.
Habitat	In Illinois it is known only from sand savanna.open woods and sand savannas where gromwell grows.
Habitat	"Open areas, old fields, roadsides, parks, gardens, and vacant city lots.Males taking stations on low vegetation in open sunny spots"
Habitat	"Open areas, grasslands, pastures, meadows, roadsides, gardens.Males are territorial, perching in wait of females low in grassy sites."
Habitat	"The Cross Line Skipper occurs in open areas, grassy roadsides, prairies, old fields, vacant lots, and meadows. It seems to prefer drier habitats than the Tawny-edged Skipper.males selecting sunny sites with grasses or other vegetation from where they dart out at passing objects"
Habitat	"In Illinois generally found in areas that are damp, along railroads in low damp areas, in wet or marshy areas, and near streams. males selecting spots with low vegetation"
Habitat	"Open areas, pastures, roadsides, old fields."
Habitat	"Open grassy areas near woods, along streams, old fields, and shrubby areas.Males usually perch several feet above ground in sunny spots often near the edge of woods or shrubs"
Habitat	"Pastures, roadsides, city parks, grassy areas near woods.Males perch on vegetation"
Habitat	"Forest edges, roadsides, old fields, wet meadows.Males perch on low vegetation"
Habitat	"A wide variety of open areas —roadsides, prairies, gardens, suburban lots, marshes.males resting on low vegetation or on the ground"
